eval rewards,goals,eval successes,rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/n_updates,train/learning_rate,train/actor_loss,train/critic_loss
0.0,15,0.0,84.34,12729,2716,0.19,18,230798,229750,1e-05,0.03599328547716141,0.000686526067856903
0.0,15,0.0,85.33,12733,2720,0.18,18,231198,230150,1e-05,0.033652049489319324,0.0010592269664448394
0.0,15,0.0,85.33,12737,2724,0.18,18,231598,230550,1e-05,0.037725606188178065,0.0002170695064251049
0.0,15,0.0,85.32,12740,2728,0.18,18,231811,230800,1e-05,0.038668565005064014,0.0014302391638375412
0.0,15,0.0,86.22,12744,2732,0.17,18,232211,231200,1e-05,0.03292845886200666,0.0027863256299315254
0.0,15,0.0,87.17,12748,2736,0.16,18,232611,231600,1e-05,0.03523650974035263,0.002355610176236951
0.0,15,0.0,88.03,12752,2740,0.15,18,233011,232000,1e-05,0.034135799929499624,0.0013881839904206572
0.0,15,0.0,87.16,12754,2744,0.16,18,233225,232200,1e-05,0.03530303686857224,0.0017982007184218674
0.0,15,0.0,88.15,12758,2748,0.15,18,233625,232600,1e-05,0.03309965878725052,0.0012465507277556753
0.0,15,0.0,88.09,12761,2752,0.15,18,233926,232900,1e-05,0.032455389946699144,0.0007141744305044995
0.0,15,0.0,87.1,12764,2756,0.16,18,234227,233200,1e-05,0.03597600154578686,0.0030457160196874613
0.0,15,0.0,87.87,12768,2760,0.15,18,234627,233600,1e-05,0.03340700577944517,0.001434400938142062
0.0,15,0.0,86.1,12770,2764,0.17,18,234757,233750,1e-05,0.035126803591847416,0.00024521871020624533
0.0,15,0.0,86.74,12774,2768,0.16,18,235157,234150,1e-05,0.033341257981956,0.003950965899603034
0.0,15,0.0,86.74,12778,2772,0.16,18,235557,234550,1e-05,0.03634992644190788,0.0021756550842837894
0.0,15,0.0,85.75,12781,2776,0.17,18,235858,234850,1e-05,0.03551012542098761,0.0003785397659339651
0.0,15,0.0,85.75,12785,2780,0.17,18,236258,235250,1e-05,0.03494538851082325,0.0027804477037352625
0.0,15,0.0,86.74,12789,2784,0.16,18,236658,235650,1e-05,0.03190844386816025,0.004150349937663123
0.0,15,0.0,86.74,12792,2788,0.16,18,237058,236050,1e-05,0.03266721941530704,0.0041847513299853745
0.0,15,0.0,86.29,12795,2792,0.16,18,237363,236350,1e-05,0.03403818354010582,0.0016809934925367997
0.0,15,0.0,85.45,12798,2796,0.17,18,237679,236650,1e-05,0.03255818393081426,0.0045745615698979235
0.0,15,0.0,83.96,12801,2800,0.18,18,237913,236900,1e-05,0.03503836899995804,0.0015662491084185604
0.0,15,0.0,84.8,12804,2804,0.17,18,238313,237300,1e-05,0.03668247058987618,0.0021209191410071072
0.0,15,0.0,85.98,12807,2808,0.16,18,238633,237600,1e-05,0.036667629033327105,0.0014789119004035456
0.0,15,0.0,85.98,12810,2812,0.16,18,239033,238000,1e-05,0.03540528692305088,0.0005302193915940734
0.0,15,0.0,85.62,12814,2816,0.16,18,239360,238350,1e-05,0.0352117370814085,0.0027472402839430286
0.0,15,0.0,84.69,12817,2820,0.17,18,239667,238650,1e-05,0.03670668244361877,0.0003465125057209661
0.0,15,0.0,83.72,12820,2824,0.18,18,239970,238950,1e-05,0.033669701293110844,0.006749050024991448
0.0,15,0.0,85.59,13274,2828,0.16,18,240370,239350,1e-05,0.033855941742658616,0.00419475392833192
0.0,15,0.0,83.77,13276,2832,0.18,18,240588,239550,1e-05,0.035170335546135904,0.002281756667598529
0.0,15,0.0,83.77,13280,2836,0.18,18,240988,239950,1e-05,0.034104327782988546,0.0031722790316052853
0.0,15,0.0,81.97,13282,2840,0.2,18,241208,240200,1e-05,0.03270102821290493,0.0011306096222324412
0.0,15,0.0,83.09,13285,2844,0.19,18,241534,240500,1e-05,0.03255772687494755,0.003314410622915602
0.0,15,0.0,83.09,13289,2848,0.19,18,241934,240900,1e-05,0.03392706759274006,0.0032782439821949084
0.0,15,0.0,83.09,13292,2852,0.19,18,242235,241200,1e-05,0.03407034203410149,0.0012840197974583133
0.0,15,0.0,83.8,13296,2856,0.19,18,242607,241600,1e-05,0.031128453128039836,0.0009044400811217202
0.0,15,0.0,83.8,13300,2860,0.19,18,243007,242000,1e-05,0.03354199454188347,0.0015539155944861705
0.0,15,0.0,86.5,13304,2864,0.16,18,243407,242400,1e-05,0.033227653875947,0.002870069049895392
0.0,15,0.0,86.5,13308,2868,0.16,18,243807,242800,1e-05,0.025541082359850406,0.004504349646886112
0.0,15,0.0,86.5,13312,2872,0.16,18,244207,243200,1e-05,0.03637772083282471,0.00040560036002716514
0.0,15,0.0,87.49,13315,2876,0.15,18,244607,243600,1e-05,0.03584835331887007,0.001652182205580175
0.0,15,0.0,87.49,13319,2880,0.15,18,245007,244000,1e-05,0.03146436296403408,0.002097463187183166
0.0,15,0.0,86.53,13323,2884,0.16,18,245311,244300,1e-05,0.034243371710181235,0.004044034999969881
0.0,15,0.0,85.7,13326,2888,0.17,18,245628,244600,1e-05,0.03204576134681702,0.001716193480642687
0.0,15,0.0,85.66,13329,2892,0.17,18,245929,244900,1e-05,0.03462411299347878,0.0024988321744604035
0.0,15,0.0,86.02,13333,2896,0.17,18,246281,245250,1e-05,0.03375384494662285,0.0016338388378244416
0.0,15,0.0,87.68,13337,2900,0.15,18,246681,245650,1e-05,0.0310272853448987,0.002897122169415525
0.0,15,0.0,86.69,13340,2904,0.16,18,246982,245950,1e-05,0.03353667248040438,0.002439617875043041
0.0,15,0.0,86.5,13343,2908,0.16,18,247283,246250,1e-05,0.033804834075272086,0.0005355872111977078
0.0,15,0.0,85.51,13346,2912,0.17,18,247584,246550,1e-05,0.03346932299435139,0.0002514164643253025
0.0,15,0.0,85.99,13350,2916,0.17,18,247959,246950,1e-05,0.03529659070074558,0.0007382449578290106
0.0,15,0.0,84.94,13352,2920,0.18,18,248161,247150,1e-05,0.03318464756011963,0.002340195522774593
0.0,15,0.0,85.91,13356,2924,0.17,18,248561,247550,1e-05,0.03590208001434803,0.001504939950100379
0.0,15,0.0,85.08,13360,2928,0.18,18,248878,247850,1e-05,0.031406906954944136,0.0024600531829128158
0.0,15,0.0,86.9,13363,2932,0.16,18,249278,248250,1e-05,0.03448207564651966,0.0024254686959648097
0.0,15,0.0,86.02,13366,2936,0.17,18,249590,248550,1e-05,0.034923626333475115,0.0010304656950756907
0.0,15,0.0,87.82,13370,2940,0.15,18,249990,248950,1e-05,0.03174229599535465,0.0006006370222348778
0.0,15,0.0,88.56,13824,2944,0.14,18,250390,249350,1e-05,0.03379924520850182,0.0016293608773594315
0.0,15,0.0,86.67,13827,2948,0.16,18,250601,249600,1e-05,0.03113287586718798,0.004104337679673335
0.0,15,0.0,85.39,13829,2952,0.18,18,250774,249750,1e-05,0.0321411208063364,0.0037141034006708653
0.0,15,0.0,84.22,13831,2956,0.19,18,251029,250000,1e-05,0.03825086280703545,0.00022844847595479223
0.0,15,0.0,83.42,13835,2960,0.2,18,251349,250300,1e-05,0.03460935026407242,0.0011449885299498418
0.0,15,0.0,82.08,13838,2964,0.22,18,251615,250600,1e-05,0.03389877617359161,0.002564662837667129
0.0,15,0.0,82.08,13842,2968,0.22,18,252015,251000,1e-05,0.03443032421171665,0.0005963870854975539
0.0,15,0.0,82.08,13846,2972,0.22,18,252415,251400,1e-05,0.03296119749546051,0.0020268003941055213
0.0,15,0.0,82.08,13850,2976,0.22,18,252815,251800,1e-05,0.03299485757946968,0.0028625775222099036
0.0,15,0.0,80.77,13852,2980,0.24,18,253084,252050,1e-05,0.03550267994403839,0.0015168934132270807
0.0,15,0.0,80.83,13856,2984,0.24,18,253394,252350,1e-05,0.032926313132047656,0.00174700540226695
0.0,15,0.0,80.67,13859,2988,0.24,18,253695,252650,1e-05,0.03522928170859814,0.0029094288703527126
0.0,15,0.0,81.66,13863,2992,0.23,18,254095,253050,1e-05,0.03277930106967688,0.0032182798076337347
0.0,15,0.0,82.14,13867,2996,0.22,18,254495,253450,1e-05,0.031962661817669866,0.0037064900843142823
0.0,15,0.0,82.14,13870,3000,0.22,18,254895,253850,1e-05,0.03295439340174198,0.0022751352504565146
0.0,15,0.0,82.38,13873,3004,0.22,18,255220,254200,1e-05,0.03287675309926272,0.0018912882089352934
0.0,15,0.0,83.37,13877,3008,0.21,18,255620,254600,1e-05,0.03726811096072197,0.0029573040645118455
0.0,15,0.0,84.36,13880,3012,0.2,18,256020,255000,1e-05,0.034806773774325846,0.0010483082009159262
0.0,15,0.0,84.61,13884,3016,0.19,18,256420,255400,1e-05,0.03477089524269104,0.0001789378442299494
0.0,15,0.0,86.59,13888,3020,0.17,18,256820,255800,1e-05,0.03501906380057335,0.001569006237150461
0.0,15,0.0,86.59,13892,3024,0.17,18,257220,256200,1e-05,0.03658977925777435,0.0009817284386372193
0.0,15,0.0,87.42,13896,3028,0.16,18,257620,256600,1e-05,0.03428948156535625,0.0008585450854934607
0.0,15,0.0,87.42,13899,3032,0.16,18,258020,257000,1e-05,0.034520126953721045,0.00434070288669318
0.0,15,0.0,88.3,13903,3036,0.15,18,258420,257400,1e-05,0.03590828884392977,0.002373268224328058
0.0,15,0.0,88.3,13907,3040,0.15,18,258820,257800,1e-05,0.02750335820019245,0.0031256491684507636
0.0,15,0.0,88.25,13911,3044,0.16,18,259215,258200,1e-05,0.03387933753430843,0.0017583879711673945
0.0,15,0.0,90.14,13915,3048,0.14,18,259615,258600,1e-05,0.03712481066584587,0.0018231775067579293
0.0,15,0.0,91.42,13918,3052,0.12,18,259916,258900,1e-05,0.035498252362012865,0.0010797629887383663
0.0,15,0.0,91.94,14371,3056,0.11,18,260223,259200,1e-05,0.03395817555487156,0.0015527287858094496
0.0,15,0.0,92.74,14375,3060,0.1,18,260623,259600,1e-05,0.03202430497854948,0.002499813033155078
0.0,15,0.0,94.08,14379,3064,0.08,18,261023,260000,1e-05,0.034828897342085836,0.001942229194446554
0.0,15,0.0,94.08,14383,3068,0.08,18,261423,260400,1e-05,0.029221808314323427,0.001988334771231166
0.0,15,0.0,94.08,14387,3072,0.08,18,261823,260800,1e-05,0.03543071068823338,0.0030181593376619274
0.0,15,0.0,94.08,14390,3076,0.08,18,262223,261200,1e-05,0.03132114071398973,0.0017992688718913997
0.0,15,0.0,94.4,14394,3080,0.07,18,262524,261500,1e-05,0.02435318484902382,0.00553689935219154
0.0,15,0.0,93.32,14396,3084,0.08,18,262726,261700,1e-05,0.03462976306676865,0.003189144957141252
0.0,15,0.0,93.32,14399,3088,0.08,18,263027,262000,1e-05,0.033527714405208825,0.0011771449327898154
0.0,15,0.0,92.51,14402,3092,0.09,18,263346,262300,1e-05,0.03499537691473961,0.0012687007754175284
0.0,15,0.0,92.51,14406,3096,0.09,18,263746,262700,1e-05,0.03377028740942478,0.002850938526025857
0.0,15,0.0,91.54,14409,3100,0.1,18,264049,263000,1e-05,0.03415843818336725,0.0020714900065831898
0.0,15,0.0,92.17,14413,3104,0.1,18,264437,263400,1e-05,0.032217546477913854,0.0011128294811351225
0.0,15,0.0,92.17,14417,3108,0.1,18,264837,263800,1e-05,0.031831331625580786,0.004148686376192927
0.0,15,0.0,92.17,14421,3112,0.1,18,265237,264200,1e-05,0.03526627112179995,0.0005928105534894712
0.0,15,0.0,91.18,14424,3116,0.11,18,265538,264500,1e-05,0.03044068578630686,0.0036752854550286427
0.0,15,0.0,91.18,14427,3120,0.11,18,265938,264900,1e-05,0.03447756253182888,0.00033728612121194603
0.0,15,0.0,89.43,14430,3124,0.13,18,266163,265150,1e-05,0.0339970476180315,0.002843778546630347
0.0,15,0.0,89.43,14434,3128,0.13,18,266563,265550,1e-05,0.03460466787219048,0.003447397834570438
0.0,15,0.0,88.44,14437,3132,0.14,18,266864,265850,1e-05,0.03520607724785805,0.0005031099396546779
0.0,15,0.0,88.44,14441,3136,0.14,18,267264,266250,1e-05,0.030612165816128255,0.0017856510807177984
0.0,15,0.0,88.44,14445,3140,0.14,18,267664,266650,1e-05,0.03540244191884995,0.002009196826184052
0.0,15,0.0,88.0,14449,3144,0.14,18,268015,267000,1e-05,0.031791999600827694,0.0024852107724291275
0.0,15,0.0,87.08,14452,3148,0.15,18,268323,267300,1e-05,0.03302751865237951,0.0047532266425696435
0.0,15,0.0,87.31,14455,3152,0.15,18,268647,267600,1e-05,0.03439416591078043,0.002234155154656037
0.0,15,0.0,87.65,14458,3156,0.15,18,268988,267950,1e-05,0.03479929126799106,0.00018917464634796488
0.0,15,0.0,86.66,14461,3160,0.16,18,269289,268250,1e-05,0.03475798219442368,0.0019040260607653182
0.0,15,0.0,86.66,14465,3164,0.16,18,269689,268650,1e-05,0.03573042903095484,0.0006451054659100918
0.0,15,0.0,85.7,14469,3168,0.17,18,269993,268950,1e-05,0.032178791686892506,0.0036264611845763283
0.0,15,0.0,85.7,14927,3172,0.17,18,270393,269350,1e-05,0.03596592083573341,0.00029977882831190073
0.0,15,0.0,84.88,14930,3176,0.18,18,270711,269700,1e-05,0.03391864880919457,0.0027860854731625293
0.0,15,0.0,85.0,14933,3180,0.18,18,271024,270000,1e-05,0.03830929785966873,0.0021901454743965586
0.0,15,0.0,86.05,14936,3184,0.17,18,271331,270300,1e-05,0.03524962022900582,0.0017200351170322391
0.0,15,0.0,86.05,14940,3188,0.17,18,271632,270600,1e-05,0.03397419176995754,0.003718439261519961
0.0,15,0.0,85.87,14943,3192,0.17,18,271933,270900,1e-05,0.03227835401892662,0.0015876155207479314
0.0,15,0.0,85.87,14947,3196,0.17,18,272333,271300,1e-05,0.03653114665299654,0.001851614569313824
0.0,15,0.0,85.49,14950,3200,0.18,18,272598,271550,1e-05,0.02962937530130148,0.0018463174428325147
0.0,15,0.0,83.9,14953,3204,0.19,18,272827,271800,1e-05,0.03515725314617157,0.00305289917425398
0.0,15,0.0,83.9,14957,3208,0.19,18,273227,272200,1e-05,0.03340180695056915,0.0047830265023912945
0.0,15,0.0,83.9,14960,3212,0.19,18,273627,272600,1e-05,0.03406287238001823,0.001556924845344838
0.0,15,0.0,84.89,14964,3216,0.18,18,274027,273000,1e-05,0.03597015790641308,0.002628074590356846
0.0,15,0.0,84.16,14968,3220,0.19,18,274354,273350,1e-05,0.03261798825114966,0.0016569327732577222
0.0,15,0.0,84.92,14971,3224,0.18,18,274655,273650,1e-05,0.03359424464404583,0.0018652324075628711
0.0,15,0.0,84.92,14975,3228,0.18,18,275055,274050,1e-05,0.038266295790672304,0.0009471920311443682
0.0,15,0.0,85.91,14978,3232,0.17,18,275455,274450,1e-05,0.036999950297176835,0.0017112522253955832
0.0,15,0.0,85.91,14982,3236,0.17,18,275855,274850,1e-05,0.03924792528152466,0.000149072617150523
0.0,15,0.0,85.91,14985,3240,0.17,18,276255,275250,1e-05,0.036847440078854564,0.0013657357979536754
0.0,15,0.0,86.4,14989,3244,0.16,18,276655,275650,1e-05,0.03300428085029125,0.005576882461409696
0.0,15,0.0,86.33,14992,3248,0.16,18,276956,275950,1e-05,0.0360869537293911,0.0009841524596959062
0.0,15,0.0,87.09,14995,3252,0.15,18,277356,276350,1e-05,0.036415449231863024,0.00196538672053066
0.0,15,0.0,86.62,14998,3256,0.16,18,277650,276600,1e-05,0.03424216829240322,0.0019936293471619136
0.0,15,0.0,87.61,15002,3260,0.15,18,278050,277000,1e-05,0.03692849956452846,0.0015860834284467274
0.0,15,0.0,86.7,15005,3264,0.16,18,278359,277350,1e-05,0.032705161832273004,0.0012461810226568558
0.0,15,0.0,87.66,15009,3268,0.15,18,278759,277750,1e-05,0.036617562100291254,0.0009585433763822948
0.0,15,0.0,86.73,15013,3272,0.16,18,279066,278050,1e-05,0.036069881021976474,0.0023101918941574695
0.0,15,0.0,87.55,15017,3276,0.15,18,279466,278450,1e-05,0.035952570885419845,0.0012147778489816118
0.0,15,0.0,86.72,15019,3280,0.16,18,279696,278650,1e-05,0.036375301852822305,0.000981504310220771
0.0,15,0.0,87.6,15469,3284,0.16,18,280091,279050,1e-05,0.03726145621389151,0.004006008168180415
0.0,15,0.0,88.59,15473,3288,0.15,18,280491,279450,1e-05,0.03639427572488785,0.000577641059871894
0.0,15,0.0,89.58,15477,3292,0.14,18,280891,279850,1e-05,0.03746613144874573,0.002664851121917309
0.0,15,0.0,89.58,15481,3296,0.14,18,281291,280250,1e-05,0.03849049121141434,0.0016136162624752614
0.0,15,0.0,89.83,15484,3300,0.14,18,281581,280550,1e-05,0.04054538168013096,0.0005315206974137255
0.0,15,0.0,91.54,15488,3304,0.12,18,281981,280950,1e-05,0.03872817873954773,0.002090041489173018
0.0,15,0.0,90.69,15491,3308,0.13,18,282296,281250,1e-05,0.03755066692829132,0.003140774724270159
0.0,15,0.0,89.7,15494,3312,0.14,18,282597,281550,1e-05,0.03588858496397734,0.0026390987361446603
0.0,15,0.0,89.7,15499,3316,0.14,18,282997,281950,1e-05,0.036542871966958046,0.001513737010100158
0.0,15,0.0,90.43,15502,3320,0.13,18,283397,282350,1e-05,0.0369586131349206,0.0004772600509750191
0.0,15,0.0,91.42,15506,3324,0.12,18,283797,282750,1e-05,0.034339944571256636,0.0033191697011898213
0.0,15,0.0,91.42,15510,3328,0.12,18,284197,283150,1e-05,0.03570836719125509,0.0015164134136830397
0.0,15,0.0,91.42,15514,3332,0.12,18,284597,283550,1e-05,0.03515578135848045,0.0007901024637249066
0.0,15,0.0,91.42,15518,3336,0.12,18,284997,283950,1e-05,0.03561439551413059,0.002212555943042389
0.0,15,0.0,90.59,15521,3340,0.13,18,285314,284300,1e-05,0.036941615864634514,0.0003255951751998509
0.0,15,0.0,89.68,15525,3344,0.14,18,285623,284600,1e-05,0.03747505865991116,0.0021724174470182335
0.0,15,0.0,90.67,15529,3348,0.13,18,286023,285000,1e-05,0.03351904254406691,0.0013166023947269424
0.0,15,0.0,90.67,15533,3352,0.13,18,286423,285400,1e-05,0.03343054912984371,0.004598508385588502
0.0,15,0.0,91.73,15537,3356,0.11,18,286823,285800,1e-05,0.03354192152619362,0.0011922114440858422
0.0,15,0.0,91.73,15541,3360,0.11,18,287223,286200,1e-05,0.036092723309993746,0.00016412803797720698
0.0,15,0.0,92.64,15544,3364,0.1,18,287623,286600,1e-05,0.03815207652747631,0.0004268057955596305
0.0,15,0.0,92.64,15548,3368,0.1,18,288023,287000,1e-05,0.03568294867873192,0.0004600689425751625
0.0,15,0.0,92.58,15551,3372,0.1,18,288324,287300,1e-05,0.03812423273921013,0.003777902603997063
0.0,15,0.0,92.58,15555,3376,0.1,18,288724,287700,1e-05,0.036320033259689806,0.00039942852690728615
0.0,15,0.0,93.29,15558,3380,0.09,18,289025,288000,1e-05,0.03786319591104984,0.0018365625580099732
0.0,15,0.0,93.34,15562,3384,0.08,18,289425,288400,1e-05,0.03382810991257429,0.0037340893542022967
0.0,15,0.0,93.34,15566,3388,0.08,18,289825,288800,1e-05,0.035232766345143315,0.003509171804980724
0.0,15,0.0,90.37,15568,3392,0.11,18,289928,288900,1e-05,0.03669300239533186,0.0013796145196101862
0.0,15,0.0,90.37,16025,3396,0.11,18,290328,289300,1e-05,0.0331715002655983,0.0023873869290673613
0.0,15,0.0,90.57,16028,3400,0.1,18,290638,289600,1e-05,0.037720236405730245,0.0021610332619093242
0.0,15,0.0,89.85,16032,3404,0.11,18,290966,289950,1e-05,0.03482050217688084,0.0011479349988439936
0.0,15,0.0,89.89,16035,3408,0.11,18,291285,290250,1e-05,0.03773077685385942,0.001109098920096585
0.0,15,0.0,90.88,16039,3412,0.1,18,291685,290650,1e-05,0.03502919889986515,0.0018009789538336917
0.0,15,0.0,90.88,16043,3416,0.1,18,292085,291050,1e-05,0.03676375232636928,0.002083282818639418
0.0,15,0.0,90.88,16047,3420,0.1,18,292485,291450,1e-05,0.03481150615960359,0.0006942703572713071
0.0,15,0.0,90.88,16051,3424,0.1,18,292885,291850,1e-05,0.034667790979146955,0.002639982570290158
0.0,15,0.0,89.89,16054,3428,0.11,18,293186,292150,1e-05,0.031684163361787795,0.0013247915090323658
0.0,15,0.0,89.89,16057,3432,0.11,18,293586,292550,1e-05,0.03546279292553663,0.0021350074266956653
0.0,15,0.0,89.89,16061,3436,0.11,18,293986,292950,1e-05,0.03615473762154579,0.0003628802093226113
0.0,15,0.0,90.06,16064,3440,0.11,18,294320,293300,1e-05,0.04009037807583809,0.00024664122827743995
0.0,15,0.0,90.97,16068,3444,0.1,18,294720,293700,1e-05,0.0354231958091259,0.0030258369072180356
0.0,15,0.0,89.98,16071,3448,0.11,18,295021,294000,1e-05,0.03380115583539009,0.002273348036524112
0.0,15,0.0,89.98,16074,3452,0.11,18,295421,294400,1e-05,0.034508812353014943,0.0017118656390084652
0.0,15,0.0,89.98,16078,3456,0.11,18,295821,294800,1e-05,0.03302005790174008,0.0011127539692824939
0.0,15,0.0,88.99,16081,3460,0.12,18,296122,295100,1e-05,0.03745969817042351,0.001287264269158186
0.0,15,0.0,88.99,16085,3464,0.12,18,296522,295500,1e-05,0.03570275038480759,0.00271627000854096
0.0,15,0.0,88.07,16088,3468,0.13,18,296830,295800,1e-05,0.035088364221155646,0.0011268956721687572
0.0,15,0.0,89.06,16092,3472,0.12,18,297230,296200,1e-05,0.03546437248587608,0.002824403705799341
0.0,15,0.0,89.06,16096,3476,0.12,18,297630,296600,1e-05,0.031794829145073894,0.002299032308765163
0.0,15,0.0,90.05,16100,3480,0.11,18,298030,297000,1e-05,0.03772312894463539,0.0019340999854466645
0.0,15,0.0,88.28,16103,3484,0.13,18,298253,297250,1e-05,0.03367418300360441,0.0017995523607078213
0.0,15,0.0,88.28,16107,3488,0.13,18,298653,297650,1e-05,0.033609450682997706,0.0021163559128035557
0.0,15,0.0,90.49,16110,3492,0.11,18,298977,297950,1e-05,0.03604634057730436,0.0013852693542867201
0.0,15,0.0,89.59,16113,3496,0.12,18,299287,298250,1e-05,0.03726587083190679,0.002446571246437088
0.0,15,0.0,89.55,16116,3500,0.12,18,299593,298550,1e-05,0.03626639738678932,0.0027636020138197635
0.0,15,0.0,89.28,16119,3504,0.12,18,299894,298850,1e-05,0.0315237683057785,0.0044273052827702485
0.0,15,0.0,89.21,16575,3508,0.12,18,300206,299200,1e-05,0.03529890079051256,0.002824502539151581
0.0,15,0.0,89.21,16579,3512,0.12,18,300606,299600,1e-05,0.03400507882237434,0.0017341792402839928
0.0,15,0.0,89.21,16583,3516,0.12,18,301006,300000,1e-05,0.035344655215740206,0.0018749074515289977
0.0,15,0.0,88.47,16586,3520,0.13,18,301332,300300,1e-05,0.03380023255944252,0.00335083792473597
0.0,15,0.0,88.47,16590,3524,0.13,18,301732,300700,1e-05,0.03388428553938866,0.004584099072726531
0.0,15,0.0,89.46,16593,3528,0.12,18,302132,301100,1e-05,0.03783392407000065,0.0007590622352472565
0.0,15,0.0,89.07,16597,3532,0.13,18,302493,301450,1e-05,0.037551561407744884,0.002087099695490906
0.0,15,0.0,89.07,16601,3536,0.13,18,302893,301850,1e-05,0.038747840225696564,0.0013738404645118863
0.0,15,0.0,88.74,16604,3540,0.13,18,303194,302150,1e-05,0.03852804722264409,0.0010987948516412872
0.0,15,0.0,87.75,16607,3544,0.14,18,303495,302450,1e-05,0.03694021508097649,0.001523498010392359
0.0,15,0.0,87.88,16610,3548,0.14,18,303809,302800,1e-05,0.03377067517489195,0.001817946487080917
0.0,15,0.0,87.88,16614,3552,0.14,18,304209,303200,1e-05,0.03533898700028658,0.004576506300563779
0.0,15,0.0,87.12,16617,3556,0.15,18,304533,303500,1e-05,0.03952662140130997,0.0012079091622035777
0.0,15,0.0,86.97,16620,3560,0.16,18,304819,303800,1e-05,0.034712906703352926,0.0015805676240779577
0.0,15,0.0,86.97,16624,3564,0.16,18,305219,304200,1e-05,0.0364979849010706,0.0015857000130199595
0.0,15,0.0,87.89,16628,3568,0.15,18,305619,304600,1e-05,0.03628019541501999,0.0031638986269172165
0.0,15,0.0,87.13,16631,3572,0.16,18,305943,304900,1e-05,0.03822434186935425,0.00022702121861584601
0.0,15,0.0,85.29,16634,3576,0.18,18,306159,305150,1e-05,0.033433824852108954,0.002261133736492411
0.0,15,0.0,85.29,16638,3580,0.18,18,306559,305550,1e-05,0.036731512695550916,0.0018874416073413158
0.0,15,0.0,87.06,16642,3584,0.16,18,306959,305950,1e-05,0.034491444677114486,0.002327029022453644
0.0,15,0.0,86.07,16645,3588,0.17,18,307260,306250,1e-05,0.037324906475841996,0.0011153177353298816
0.0,15,0.0,86.83,16649,3592,0.16,18,307660,306650,1e-05,0.03965975493192673,0.0005318062516744249
0.0,15,0.0,86.32,16652,3596,0.17,18,307919,306900,1e-05,0.03855465091764927,0.003029074729020067
0.0,15,0.0,87.26,16657,3600,0.16,18,308319,307300,1e-05,0.03908414363861084,0.00026530649807682494
0.0,15,0.0,88.25,16661,3604,0.15,18,308719,307700,1e-05,0.03681565720587969,0.00036049164920768815
0.0,15,0.0,89.13,16665,3608,0.14,18,309119,308100,1e-05,0.03871710166335106,0.004548575812259514
0.0,15,0.0,89.13,16669,3612,0.14,18,309519,308500,1e-05,0.04012900665402412,0.003378710903489264
0.0,15,0.0,89.13,16672,3616,0.14,18,309919,308900,1e-05,0.03985922053456306,0.004501989275177039
0.0,15,0.0,89.87,17125,3620,0.13,18,310319,309300,1e-05,0.03859678439795971,0.00022343825549796747
0.0,15,0.0,88.88,17128,3624,0.14,18,310620,309600,1e-05,0.038653325214982034,0.0017716188636222796
0.0,15,0.0,88.88,17131,3628,0.14,18,311020,310000,1e-05,0.03756755203008652,0.0026735668165929383
0.0,15,0.0,88.28,17135,3632,0.14,18,311321,310300,1e-05,0.038103118725121024,0.0005227937747986289
0.0,15,0.0,87.29,17138,3636,0.15,18,311622,310600,1e-05,0.037758621163666246,0.0004903399720024026
0.0,15,0.0,86.3,17140,3640,0.16,18,311824,310800,1e-05,0.03560365535318852,0.0025598442082809926
0.0,15,0.0,86.3,17143,3644,0.16,18,312125,311100,1e-05,0.036135063655674454,0.002197777334440616
0.0,15,0.0,86.17,17146,3648,0.16,18,312426,311400,1e-05,0.038385515064001084,0.0014957028788921889
0.0,15,0.0,85.25,17149,3652,0.17,18,312734,311700,1e-05,0.037746421918272974,0.0017342516919597983
0.0,15,0.0,86.01,17153,3656,0.16,18,313134,312100,1e-05,0.03483178522437811,0.00167427619296177
0.0,15,0.0,86.38,17156,3660,0.15,18,313457,312450,1e-05,0.038935854360461236,0.001690820848561998
0.0,15,0.0,86.07,17159,3664,0.16,18,313826,312800,1e-05,0.03619863126426935,0.0026381477626819107
0.0,15,0.0,86.07,17163,3668,0.16,18,314226,313200,1e-05,0.03613125197589397,0.0031870569203056223
0.0,15,0.0,86.26,17166,3672,0.16,18,314569,313550,1e-05,0.0410251234471798,0.0002447972732989001
0.0,15,0.0,88.1,17169,3676,0.14,18,314969,313950,1e-05,0.03981129162013531,0.0009649176756283851
0.0,15,0.0,88.1,17173,3680,0.14,18,315369,314350,1e-05,0.03920200765132904,0.003023023620530694
0.0,15,0.0,88.1,17177,3684,0.14,18,315769,314750,1e-05,0.03698094516992569,0.0001484775038261432
0.0,15,0.0,88.1,17180,3688,0.14,18,316070,315050,1e-05,0.03950539782643318,0.002910074190585874
0.0,15,0.0,88.1,17183,3692,0.14,18,316470,315450,1e-05,0.038961456157267094,0.0031417481962944293
0.0,15,0.0,88.52,17187,3696,0.13,18,316771,315750,1e-05,0.04126571230590344,0.00027683364967742816
0.0,15,0.0,88.52,17191,3700,0.13,18,317171,316150,1e-05,0.039402527213096616,0.0011863668443584175
0.0,15,0.0,87.74,17194,3704,0.14,18,317493,316450,1e-05,0.03825893376022577,0.0006218459336650994
0.0,15,0.0,86.75,17197,3708,0.15,18,317794,316750,1e-05,0.0387724631279707,0.0005866427665023366
