# {"t_start": 1755705826.1284919, "env_id": "Office-new-multiple-v0"} 
r,l,t
0.0,8,111.757477
1.0,41,111.775933
0.0,9,111.802608
1.0,54,111.81926
0.0,40,111.832839
0.0,64,111.853595
0.0,48,111.868583
1.0,14,111.880012
0.0,96,111.915696
1.0,41,111.928564
0.0,66,111.957878
0.0,22,111.969145
0.0,11,111.977787
1.0,34,111.989883
0.0,11,112.000429
1.0,53,112.019282
0.0,14,112.031385
1.0,32,112.043276
0.0,32,112.056361
0.0,31,112.069697
0.0,4,112.083287
1.0,45,112.101518
0.0,1,112.123788
1.0,18,112.132401
1.0,25,112.141474
1.0,20,112.152359
0.0,3,112.17802
1.0,27,112.195182
0.0,10,112.201128
0.0,38,112.235592
0.0,4,112.261844
1.0,51,112.282256
0.0,13,112.296267
1.0,19,112.307154
0.0,4,112.316562
0.0,28,112.343313
0.0,18,112.353776
0.0,18,112.362468
0.0,23,112.37593
0.0,12,112.38855
0.0,37,112.404162
1.0,109,112.452634
0.0,15,112.463123
0.0,71,112.506071
0.0,11,112.518097
0.0,9,112.526208
0.0,26,112.550182
1.0,28,112.567481
0.0,48,112.582053
1.0,10,112.592547
0.0,2,112.617876
0.0,10,112.629697
0.0,23,112.641293
0.0,2,112.667454
0.0,5,112.673311
1.0,51,112.68804
0.0,14,112.698269
1.0,12,112.708673
0.0,29,112.715732
1.0,103,112.763732
0.0,34,112.791646
1.0,40,112.803591
0.0,8,112.813395
1.0,6,112.823213
0.0,2,112.83457
1.0,99,112.884347
0.0,9,112.907956
1.0,45,112.920507
0.0,6,112.930297
0.0,51,112.952022
0.0,7,112.961735
0.0,22,112.995906
0.0,35,113.009335
0.0,65,113.028998
0.0,4,113.054998
1.0,95,113.10043
1.0,107,113.119744
1.0,9,113.129949
0.0,13,113.143871
1.0,48,113.164464
0.0,1,113.187219
1.0,128,113.236998
0.0,60,113.265631
1.0,36,113.283734
0.0,5,113.289768
1.0,71,113.313726
0.0,47,113.340521
1.0,39,113.360063
1.0,46,113.375823
1.0,65,113.399558
0.0,21,113.41042
1.0,10,113.421017
0.0,56,113.438269
1.0,34,113.456983
1.0,90,113.470357
1.0,38,113.48172
0.0,29,113.497698
1.0,109,113.547977
0.0,24,113.561599
1.0,13,113.573499
0.0,28,113.585498
0.0,2,113.597725
0.0,2,113.609769
1.0,47,113.631547
1.0,68,113.646629
1.0,33,113.66528
0.0,30,113.692034
1.0,41,113.709176
0.0,76,113.72534
0.0,4,113.737353
0.0,26,113.748688
1.0,59,113.772003
0.0,41,113.802023
1.0,47,113.819095
0.0,79,113.847589
1.0,39,113.860545
0.0,11,113.874052
1.0,44,113.892603
0.0,152,113.932914
1.0,56,113.955679
0.0,24,113.969201
1.0,49,113.992254
0.0,6,114.016343
0.0,23,114.027836
0.0,7,114.055283
0.0,59,114.078886
0.0,61,114.094636
1.0,26,114.106456
0.0,20,114.121345
1.0,40,114.133986
0.0,51,114.164625
1.0,16,114.176531
0.0,7,114.186983
0.0,36,114.216153
0.0,8,114.228104
1.0,32,114.246525
0.0,5,114.252252
1.0,109,114.301132
1.0,14,114.30978
1.0,112,114.362728
0.0,7,114.369237
1.0,15,114.381618
0.0,4,114.409174
0.0,19,114.42432
0.0,19,114.439392
0.0,66,114.460518
0.0,20,114.47172
1.0,68,114.493687
1.0,12,114.504256
1.0,34,114.520792
0.0,29,114.546241
1.0,27,114.564981
0.0,13,114.596262
1.0,109,114.649619
0.0,12,114.66028
1.0,52,114.681418
0.0,18,114.692187
1.0,31,114.704581
1.0,23,114.715713
0.0,16,114.724566
0.0,23,114.735708
0.0,38,114.752541
0.0,1,114.762186
1.0,38,114.780398
0.0,47,114.790911
0.0,121,114.837572
1.0,23,114.846599
0.0,14,114.859537
0.0,25,114.869098
1.0,46,114.890125
0.0,23,114.8995
1.0,14,114.910398
0.0,9,114.920446
1.0,102,114.968517
0.0,4,114.974733
1.0,56,114.998048
0.0,30,115.026389
0.0,4,115.036385
0.0,5,115.046922
0.0,39,115.064336
0.0,1,115.08987
1.0,7,115.100564
0.0,14,115.11329
1.0,36,115.123566
0.0,42,115.135875
1.0,12,115.144677
0.0,10,115.169286
1.0,44,115.181666
0.0,8,115.194195
1.0,10,115.204908
0.0,48,115.231182
0.0,57,115.251324
0.0,26,115.263296
0.0,64,115.309333
0.0,53,115.323956
1.0,46,115.343508
0.0,9,115.352351
0.0,2,115.364638
0.0,56,115.404218
0.0,12,115.418698
0.0,17,115.429436
0.0,18,115.443153
0.0,2,115.451575
1.0,7,115.462362
0.0,4,115.468164
0.0,16,115.496369
0.0,23,115.509752
0.0,17,115.522863
0.0,19,115.537602
0.0,90,115.582696
0.0,55,115.600933
1.0,60,115.621608
0.0,44,115.636565
1.0,11,115.647701
0.0,27,115.676049
0.0,5,115.688878
0.0,68,115.720124
1.0,12,115.730761
0.0,29,115.746741
0.0,48,115.766723
1.0,21,115.776755
1.0,67,115.795904
0.0,2,115.807983
1.0,100,115.852843
0.0,95,115.868962
0.0,79,115.91336
0.0,8,115.923585
0.0,53,115.961442
0.0,9,115.969926
1.0,16,115.982347
0.0,25,116.010965
0.0,45,116.030046
0.0,121,116.049202
1.0,54,116.072524
0.0,23,116.086938
0.0,17,116.100058
0.0,60,116.117801
1.0,12,116.126663
1.0,16,116.13362
1.0,51,116.151558
0.0,34,116.181681
0.0,36,116.196134
1.0,15,116.204874
1.0,25,116.223137
0.0,12,116.235811
0.0,29,116.247574
0.0,16,116.276167
1.0,18,116.288159
0.0,1,116.312173
1.0,12,116.322954
0.0,5,116.335101
1.0,41,116.352264
0.0,14,116.365292
1.0,121,116.418941
0.0,14,116.431905
1.0,29,116.450505
0.0,17,116.46382
1.0,13,116.47575
0.0,4,116.486472
1.0,109,116.532725
0.0,2,116.544589
1.0,23,116.556473
0.0,8,116.571233
1.0,35,116.591062
0.0,61,116.60688
1.0,11,116.617749
0.0,19,116.643749
1.0,23,116.655624
0.0,35,116.669816
1.0,42,116.688348
0.0,4,116.712472
1.0,42,116.725389
0.0,26,116.736598
1.0,29,116.753068
0.0,16,116.763662
1.0,15,116.775747
0.0,7,116.786735
1.0,39,116.805968
1.0,72,116.824277
1.0,32,116.838565
0.0,60,116.852066
1.0,53,116.875284
0.0,22,116.887231
1.0,107,116.939604
0.0,4,116.966676
0.0,126,117.015174
0.0,13,117.023887
0.0,8,117.048224
0.0,12,117.054606
1.0,19,117.066022
0.0,20,117.095732
1.0,39,117.106488
0.0,16,117.113004
1.0,102,117.162413
0.0,2,117.190489
1.0,110,117.243461
0.0,18,117.258641
1.0,72,117.283488
1.0,40,117.298444
1.0,63,117.321445
1.0,46,117.334426
1.0,43,117.35457
0.0,55,117.372329
0.0,79,117.417856
0.0,2,117.425623
1.0,42,117.444772
0.0,27,117.456205
1.0,34,117.475199
1.0,14,117.487013
1.0,103,117.538896
0.0,183,117.582918
1.0,47,117.602899
0.0,4,117.611001
0.0,2,117.637714
1.0,27,117.647342
0.0,27,117.665419
0.0,2,117.678045
0.0,48,117.696117
0.0,20,117.724333
1.0,10,117.735022
0.0,63,117.753156
1.0,24,117.76489
0.0,13,117.778314
1.0,70,117.800679
0.0,20,117.828435
1.0,31,117.84475
0.0,18,117.855784
1.0,11,117.866705
0.0,22,117.878743
1.0,8,117.889999
0.0,19,117.920459
1.0,8,117.928988
0.0,10,117.943753
1.0,52,117.964797
0.0,57,117.983876
0.0,17,117.992786
0.0,8,117.998825
0.0,56,118.020737
0.0,3,118.02631
0.0,66,118.049093
0.0,2,118.059285
1.0,113,118.110048
0.0,10,118.120428
1.0,22,118.1318
0.0,55,118.149194
1.0,45,118.16877
0.0,30,118.183409
0.0,65,118.224128
0.0,16,118.236769
1.0,19,118.248052
0.0,34,118.259983
1.0,63,118.281549
0.0,13,118.290007
1.0,39,118.306973
0.0,26,118.320719
1.0,41,118.331423
0.0,5,118.341306
1.0,56,118.363888
1.0,12,118.372731
1.0,34,118.392769
0.0,8,118.420474
1.0,14,118.431284
1.0,25,118.442746
0.0,43,118.462046
0.0,6,118.472697
1.0,9,118.48457
0.0,17,118.495179
1.0,123,118.54887
0.0,4,118.559387
1.0,33,118.579553
0.0,77,118.613977
1.0,54,118.634223
0.0,15,118.659602
1.0,34,118.679124
0.0,46,118.692394
1.0,6,118.703053
0.0,2,118.708718
1.0,76,118.732589
1.0,9,118.743274
1.0,9,118.754021
0.0,37,118.768187
0.0,28,118.797431
0.0,55,118.812689
1.0,60,118.833232
0.0,12,118.863168
1.0,43,118.876655
1.0,48,118.893005
0.0,10,118.905771
1.0,28,118.915377
1.0,37,118.933981
0.0,11,118.958567
1.0,55,118.980814
0.0,31,119.007753
0.0,1,119.017489
0.0,2,119.025115
1.0,35,119.037286
0.0,23,119.052517
1.0,59,119.07351
0.0,45,119.091691
1.0,7,119.102383
0.0,10,119.126343
1.0,87,119.178984
1.0,66,119.196087
1.0,101,119.247609
0.0,21,119.258734
0.0,5,119.271077
0.0,24,119.285823
0.0,71,119.326213
0.0,5,119.350849
0.0,91,119.399535
0.0,7,119.411879
0.0,45,119.429136
0.0,53,119.442034
1.0,53,119.462523
1.0,49,119.478807
1.0,32,119.495836
0.0,13,119.506633
0.0,70,119.551572
0.0,16,119.564907
1.0,44,119.578609
0.0,6,119.607618
1.0,68,119.629491
0.0,2,119.642865
0.0,82,119.688967
1.0,90,119.708736
0.0,68,119.751024
0.0,25,119.777093
1.0,79,119.802112
0.0,49,119.81518
0.0,6,119.842437
0.0,6,119.854589
1.0,34,119.866936
0.0,11,119.873476
1.0,44,119.894284
0.0,72,119.93202
0.0,6,119.944229
0.0,22,119.971857
0.0,9,119.983437
0.0,1,119.989291
1.0,31,120.008063
0.0,42,120.022409
1.0,98,120.072418
0.0,19,120.079797
1.0,71,120.101728
0.0,59,120.114997
0.0,10,120.143963
1.0,73,120.154345
1.0,38,120.167206
0.0,28,120.193984
0.0,4,120.206692
0.0,2,120.217581
1.0,75,120.240127
1.0,75,120.261282
1.0,59,120.285246
0.0,31,120.299356
1.0,41,120.318995
0.0,76,120.357196
1.0,125,120.41303
0.0,36,120.425153
0.0,8,120.454274
0.0,34,120.468252
1.0,52,120.492213
1.0,61,120.511071
0.0,5,120.523188
0.0,6,120.535444
0.0,49,120.575389
0.0,28,120.605266
0.0,21,120.633591
0.0,50,120.648475
0.0,71,120.693127
0.0,18,120.704079
1.0,12,120.71306
0.0,11,120.720206
1.0,28,120.738948
0.0,23,120.745789
1.0,46,120.763484
0.0,23,120.777311
0.0,3,120.78615
0.0,57,120.799675
0.0,8,120.810587
0.0,54,120.827848
0.0,39,120.84464
0.0,57,120.878631
0.0,6,120.891787
1.0,58,120.910064
0.0,2,120.922056
0.0,4,120.929873
1.0,82,120.953676
0.0,16,120.966646
1.0,62,120.988832
1.0,37,121.005598
0.0,2,121.032132
0.0,4,121.059119
1.0,66,121.083272
0.0,10,121.096035
0.0,10,121.106756
0.0,46,121.119287
1.0,101,121.170566
0.0,60,121.18979
0.0,58,121.233486
1.0,24,121.24589
0.0,26,121.277414
1.0,33,121.286243
1.0,38,121.305118
0.0,23,121.316096
1.0,124,121.365314
0.0,18,121.374657
1.0,114,121.426752
0.0,13,121.43517
1.0,43,121.454464
0.0,5,121.479223
1.0,10,121.490547
0.0,10,121.515573
1.0,11,121.526619
0.0,28,121.551909
1.0,51,121.572527
0.0,56,121.589432
0.0,28,121.605791
0.0,43,121.622646
1.0,111,121.675169
0.0,60,121.691853
0.0,13,121.702459
0.0,13,121.712963
0.0,2,121.724863
0.0,74,121.736986
1.0,7,121.745201
0.0,48,121.772568
0.0,18,121.789041
0.0,13,121.81575
1.0,41,121.828765
0.0,42,121.84099
1.0,60,121.863882
0.0,25,121.875579
1.0,100,121.928901
1.0,14,121.939739
0.0,117,121.993775
0.0,26,122.023159
1.0,10,122.031799
0.0,19,122.059566
1.0,78,122.084579
1.0,36,122.094641
1.0,19,122.1061
0.0,32,122.124151
0.0,14,122.148648
0.0,11,122.163385
0.0,10,122.178715
0.0,39,122.189836
0.0,14,122.200657
0.0,26,122.211735
0.0,45,122.228708
0.0,6,122.240874
0.0,27,122.259149
0.0,48,122.267941
0.0,20,122.28494
1.0,13,122.293781
0.0,2,122.305706
0.0,66,122.333057
1.0,30,122.351468
1.0,21,122.360706
1.0,92,122.41394
0.0,8,122.422147
1.0,101,122.473655
0.0,23,122.503654
0.0,69,122.547825
0.0,52,122.558607
0.0,2,122.587564
0.0,39,122.607317
0.0,66,122.650346
1.0,27,122.660069
1.0,16,122.671336
0.0,73,122.689407
0.0,14,122.699945
0.0,23,122.709275
1.0,69,122.730078
0.0,1,122.739642
1.0,35,122.75642
0.0,1,122.78076
1.0,29,122.797826
0.0,16,122.810929
0.0,2,122.837538
0.0,32,122.847034
0.0,3,122.852711
0.0,70,122.868944
1.0,16,122.881059
0.0,32,122.893435
1.0,39,122.913138
0.0,13,122.925856
1.0,55,122.94565
0.0,123,122.985479
0.0,16,123.00104
1.0,70,123.013473
1.0,97,123.064647
0.0,11,123.090762
0.0,6,123.105229
0.0,16,123.113822
1.0,120,123.164817
0.0,7,123.177962
1.0,128,123.232753
0.0,17,123.248101
1.0,41,123.267432
0.0,12,123.274075
1.0,63,123.297503
0.0,53,123.31519
0.0,2,123.327203
0.0,8,123.354403
1.0,79,123.377062
0.0,1,123.387932
0.0,2,123.415576
0.0,25,123.431139
1.0,51,123.450865
0.0,4,123.478313
0.0,81,123.527912
0.0,18,123.534603
0.0,4,123.546566
0.0,21,123.559817
1.0,13,123.571007
1.0,28,123.581213
1.0,15,123.59297
0.0,13,123.617849
1.0,38,123.630615
0.0,9,123.636714
1.0,101,123.689872
0.0,14,123.700615
1.0,40,123.720158
0.0,38,123.732237
1.0,13,123.743205
0.0,21,123.75632
1.0,53,123.779036
0.0,83,123.801055
1.0,105,123.8507
0.0,8,123.861
1.0,76,123.886612
1.0,9,123.89723
1.0,22,123.909181
0.0,72,123.925665
0.0,4,123.937837
0.0,3,123.949944
0.0,12,123.962664
0.0,13,123.97388
0.0,35,123.991588
0.0,21,124.01735
1.0,6,124.027745
1.0,13,124.036553
1.0,44,124.055736
0.0,17,124.068907
1.0,49,124.088015
0.0,37,124.100171
1.0,29,124.118335
0.0,8,124.124212
1.0,14,124.135209
0.0,9,124.145418
0.0,49,124.165102
1.0,23,124.172185
0.0,2,124.180732
0.0,51,124.21408
0.0,17,124.229257
0.0,46,124.245925
0.0,44,124.26726
0.0,49,124.285303
1.0,21,124.29704
1.0,35,124.305704
1.0,53,124.325575
0.0,16,124.332233
1.0,116,124.386877
0.0,39,124.399219
1.0,42,124.412412
1.0,14,124.420905
1.0,102,124.473284
0.0,47,124.491258
0.0,7,124.5208
0.0,18,124.545466
1.0,36,124.564376
1.0,67,124.57693
1.0,50,124.598153
0.0,45,124.629709
1.0,22,124.637049
0.0,89,124.654643
1.0,55,124.67741
0.0,9,124.691457
0.0,27,124.707793
0.0,39,124.722263
0.0,32,124.738414
0.0,6,124.746528
0.0,2,124.773592
0.0,8,124.786998
1.0,100,124.839614
0.0,7,124.849783
0.0,4,124.857736
0.0,32,124.884866
1.0,119,124.936098
0.0,40,124.950311
1.0,74,124.97494
0.0,20,124.991056
1.0,56,125.011737
1.0,21,125.018915
1.0,108,125.071301
0.0,13,125.100391
0.0,89,125.146938
0.0,13,125.157629
1.0,44,125.175689
0.0,53,125.207424
0.0,42,125.227596
0.0,8,125.236708
1.0,44,125.254342
1.0,23,125.265703
1.0,96,125.315901
0.0,14,125.328891
0.0,53,125.366809
0.0,19,125.378127
0.0,34,125.395899
0.0,49,125.426323
0.0,25,125.437833
0.0,17,125.465538
1.0,35,125.485828
0.0,31,125.50026
1.0,61,125.521106
0.0,39,125.549943
0.0,2,125.561961
0.0,61,125.596519
1.0,18,125.608149
0.0,37,125.622266
1.0,31,125.641191
0.0,3,125.646946
0.0,2,125.65896
0.0,2,125.664514
0.0,9,125.672864
0.0,7,125.683817
0.0,45,125.72411
0.0,33,125.752965
1.0,67,125.776518
0.0,10,125.802364
1.0,36,125.821322
0.0,7,125.833649
1.0,45,125.846809
0.0,14,125.855373
0.0,2,125.868034
0.0,74,125.888141
1.0,35,125.907484
0.0,9,125.934613
1.0,41,125.953764
0.0,23,125.965135
1.0,35,125.977655
0.0,2,126.005957
1.0,131,126.059047
0.0,10,126.084239
1.0,42,126.095608
0.0,19,126.123035
1.0,40,126.139839
0.0,34,126.165629
1.0,37,126.186172
0.0,18,126.216491
1.0,51,126.236268
0.0,13,126.248626
1.0,35,126.267503
0.0,15,126.278417
1.0,36,126.298341
0.0,12,126.311442
0.0,4,126.323491
0.0,3,126.331419
1.0,70,126.354714
0.0,19,126.365681
1.0,50,126.384982
0.0,2,126.39766
0.0,11,126.408566
0.0,67,126.420234
0.0,4,126.432309
0.0,19,126.445045
1.0,46,126.466561
0.0,1,126.472125
0.0,87,126.520193
0.0,20,126.530782
0.0,90,126.581612
0.0,29,126.591589
1.0,32,126.610586
0.0,18,126.623375
0.0,1,126.647208
0.0,9,126.65738
1.0,10,126.668573
1.0,13,126.677193
1.0,58,126.70079
0.0,21,126.714218
0.0,44,126.735374
0.0,29,126.746635
1.0,55,126.766714
0.0,55,126.782551
0.0,27,126.797033
0.0,74,126.830478
0.0,88,126.877528
0.0,37,126.9054
0.0,11,126.918493
0.0,17,126.927503
1.0,27,126.938985
0.0,10,126.944987
1.0,33,126.963577
0.0,8,126.969655
1.0,61,126.9933
0.0,4,127.003365
1.0,40,127.016261
0.0,16,127.022714
1.0,42,127.03549
0.0,35,127.067336
1.0,105,127.120089
0.0,9,127.126154
1.0,44,127.139004
0.0,67,127.1551
0.0,34,127.171626
1.0,30,127.182082
1.0,66,127.204659
0.0,20,127.218021
0.0,3,127.22577
0.0,20,127.253435
1.0,99,127.30653
0.0,79,127.339766
0.0,16,127.367778
0.0,58,127.386828
0.0,10,127.399987
0.0,9,127.412805
1.0,121,127.465878
0.0,34,127.493139
0.0,27,127.520933
0.0,45,127.533218
1.0,39,127.550157
0.0,2,127.557991
0.0,21,127.589828
0.0,24,127.597068
1.0,11,127.609254
0.0,24,127.622352
1.0,37,127.634925
0.0,44,127.647483
0.0,17,127.660477
0.0,16,127.671142
0.0,26,127.681188
0.0,13,127.706906
1.0,64,127.727379
0.0,108,127.765341
1.0,104,127.818798
1.0,90,127.840194
0.0,48,127.859511
0.0,26,127.873353
1.0,106,127.921841
0.0,5,127.933965
1.0,111,127.987046
0.0,26,128.012876
1.0,57,128.033078
1.0,83,128.052104
0.0,107,128.103913
0.0,28,128.129746
1.0,49,128.151619
0.0,47,128.178937
1.0,42,128.193172
0.0,14,128.218174
0.0,6,128.226154
0.0,2,128.237871
0.0,1,128.247578
0.0,51,128.280135
1.0,37,128.300322
0.0,22,128.311634
0.0,25,128.327256
0.0,33,128.33878
1.0,32,128.350954
0.0,40,128.380901
0.0,7,128.394169
0.0,25,128.423176
1.0,51,128.442994
1.0,14,128.453431
1.0,7,128.464259
0.0,4,128.472183
1.0,110,128.520822
0.0,44,128.548905
1.0,65,128.572097
0.0,10,128.597916
1.0,60,128.616931
0.0,37,128.631199
1.0,17,128.671521
0.0,1,128.698233
1.0,94,128.76083
0.0,9,128.790209
1.0,33,128.809626
1.0,105,128.833954
1.0,103,128.889375
0.0,10,128.916536
1.0,42,128.931131
1.0,50,128.945503
1.0,42,128.960102
0.0,30,128.97792
1.0,54,129.002464
0.0,1,129.008397
1.0,46,129.032213
0.0,2,129.045242
1.0,47,129.069014
0.0,5,129.077772
1.0,12,129.089537
0.0,2,129.101873
1.0,66,129.121469
0.0,12,129.127913
0.0,2,129.140298
0.0,29,129.15
0.0,42,129.172058
0.0,9,129.182597
1.0,9,129.194301
1.0,65,129.203975
1.0,100,129.258983
0.0,26,129.270457
0.0,66,129.312235
0.0,15,129.32114
1.0,50,129.341619
0.0,33,129.373267
0.0,13,129.403242
0.0,6,129.415695
1.0,15,129.426952
0.0,1,129.432487
0.0,8,129.44499
0.0,18,129.45818
0.0,56,129.502208
0.0,11,129.527171
1.0,91,129.57598
0.0,23,129.603333
0.0,71,129.647397
0.0,9,129.675504
1.0,35,129.689296
0.0,9,129.695542
1.0,48,129.715927
0.0,23,129.727162
0.0,1,129.750998
0.0,14,129.762146
1.0,34,129.775192
0.0,44,129.790916
0.0,1,129.800713
0.0,38,129.82706
1.0,10,129.838094
0.0,77,129.872708
1.0,105,129.925344
0.0,36,129.939518
1.0,40,129.959046
0.0,5,129.972048
0.0,84,130.023477
0.0,13,130.034014
1.0,98,130.082353
0.0,96,130.10182
1.0,60,130.123146
0.0,31,130.132882
0.0,3,130.14513
0.0,33,130.157065
0.0,21,130.173039
0.0,27,130.185357
0.0,28,130.198101
0.0,11,130.223085
1.0,8,130.233792
0.0,66,130.264047
1.0,33,130.283957
0.0,75,130.323086
1.0,88,130.375756
0.0,21,130.39034
1.0,37,130.410048
0.0,45,130.439175
1.0,13,130.447703
0.0,33,130.459647
1.0,19,130.471465
1.0,50,130.483114
1.0,65,130.507459
0.0,34,130.519426
1.0,35,130.538361
1.0,199,130.582943
1.0,32,130.596576
0.0,31,130.6255
1.0,62,130.649099
0.0,26,130.678311
0.0,23,130.708894
0.0,37,130.723415
0.0,60,130.76362
0.0,13,130.774211
1.0,40,130.795448
0.0,48,130.825878
1.0,40,130.838637
0.0,23,130.84963
1.0,32,130.866431
0.0,58,130.885376
0.0,72,130.932256
0.0,25,130.941259
1.0,30,130.95789
0.0,21,130.972157
0.0,3,130.980377
0.0,13,130.987233
1.0,42,130.998727
0.0,3,131.004552
1.0,110,131.052768
0.0,30,131.066968
1.0,59,131.088865
0.0,62,131.10091
1.0,65,131.12325
0.0,4,131.149865
1.0,32,131.168855
0.0,22,131.195561
0.0,95,131.245908
0.0,23,131.271386
1.0,11,131.282768
0.0,6,131.311496
1.0,6,131.322154
0.0,2,131.334255
1.0,39,131.347242
1.0,30,131.361433
1.0,19,131.373707
0.0,18,131.387683
0.0,46,131.43067
0.0,35,131.462034
1.0,72,131.484675
0.0,8,131.50027
1.0,49,131.522811
0.0,43,131.539423
1.0,106,131.593561
0.0,6,131.606028
0.0,20,131.619512
0.0,2,131.708927
0.0,30,131.794125
0.0,21,131.842997
1.0,62,131.88372
0.0,28,131.911825
1.0,91,132.003575
0.0,35,132.028105
1.0,113,132.114425
0.0,31,132.157449
1.0,62,132.194515
0.0,8,132.214644
1.0,20,132.233171
0.0,44,132.25332
1.0,44,132.274485
0.0,48,132.287514
1.0,43,132.311014
0.0,59,132.328424
1.0,34,132.357423
0.0,11,132.373555
0.0,48,132.406079
0.0,29,132.426715
1.0,74,132.461979
0.0,58,132.484782
1.0,22,132.501357
1.0,69,132.524808
1.0,13,132.54076
0.0,14,132.559493
0.0,33,132.585742
0.0,14,132.595009
1.0,35,132.621369
0.0,3,132.635256
1.0,106,132.700858
0.0,34,132.716566
0.0,1,132.729378
0.0,35,132.739319
1.0,118,132.806546
0.0,15,132.820125
1.0,36,132.836398
0.0,12,132.849686
1.0,36,132.873703
0.0,2,132.880556
1.0,13,132.891261
0.0,91,132.915102
1.0,33,132.930089
0.0,44,132.947828
0.0,6,132.954971
1.0,39,132.97499
1.0,18,132.988416
0.0,8,133.003033
0.0,41,133.02797
0.0,13,133.040389
1.0,64,133.065106
0.0,22,133.077926
0.0,5,133.08691
0.0,2,133.09575
1.0,57,133.118622
0.0,6,133.129816
1.0,19,133.140155
0.0,10,133.151658
1.0,29,133.172511
1.0,85,133.194242
1.0,43,133.208451
0.0,7,133.214917
0.0,2,133.228426
0.0,12,133.258979
1.0,109,133.313917
0.0,5,133.324576
1.0,79,133.350301
0.0,11,133.361301
0.0,10,133.377131
0.0,21,133.391599
1.0,91,133.443346
0.0,26,133.471999
1.0,18,133.483878
0.0,53,133.525304
0.0,2,133.552635
0.0,19,133.582176
0.0,39,133.623807
0.0,50,133.656148
1.0,19,133.665591
0.0,73,133.700699
1.0,9,133.711637
1.0,44,133.719893
0.0,9,133.746927
0.0,28,133.758541
1.0,107,133.814489
0.0,10,133.839582
0.0,48,133.857527
0.0,4,133.866359
1.0,108,133.918461
0.0,34,133.944682
1.0,101,133.994601
0.0,18,134.023925
1.0,36,134.036888
0.0,8,134.043044
1.0,11,134.05413
1.0,10,134.063345
0.0,18,134.093859
0.0,11,134.100508
1.0,29,134.119632
0.0,72,134.136375
1.0,48,134.150396
0.0,46,134.161332
0.0,10,134.191931
0.0,62,134.208557
0.0,2,134.22123
1.0,11,134.229968
1.0,40,134.249463
0.0,2,134.274112
0.0,17,134.288109
1.0,22,134.300505
0.0,6,134.329464
0.0,54,134.343266
0.0,2,134.355685
0.0,3,134.366404
1.0,66,134.391151
0.0,3,134.402182
0.0,58,134.42285
0.0,26,134.451721
1.0,64,134.473085
0.0,41,134.485802
0.0,57,134.530527
0.0,7,134.536618
1.0,12,134.547621
1.0,45,134.556234
1.0,11,134.568178
1.0,19,134.575621
1.0,30,134.594188
0.0,32,134.608985
1.0,31,134.628013
0.0,54,134.644407
0.0,74,134.692347
0.0,46,134.722893
1.0,83,134.747193
0.0,21,134.760487
0.0,39,134.780264
0.0,3,134.806153
1.0,46,134.828309
0.0,25,134.84187
1.0,54,134.864377
0.0,31,134.872252
0.0,16,134.888476
0.0,17,134.900421
1.0,78,134.922643
0.0,21,134.948063
1.0,33,134.967088
0.0,25,134.993726
0.0,8,135.02438
0.0,50,135.033126
0.0,19,135.058345
1.0,37,135.068795
1.0,32,135.081404
0.0,7,135.107018
0.0,34,135.123804
1.0,31,135.131294
0.0,27,135.163076
0.0,26,135.174835
1.0,99,135.229089
0.0,16,135.242135
0.0,30,135.268216
0.0,16,135.279053
0.0,34,135.296973
